0.2679116 0.36721757 0.5265785 0.70447916 0.93059736 1.3358203e-17 -0.00251931 -0.011582932 -0.026711129 -0.0569417 0.019206494 0.007975192 0.032031465 0.036326934 0.061980497 
0.2721375 0.37320817 0.5203393 0.7195996 0.93724287 0.0 -7.5512005e-05 -0.0033726483 -0.009854857 -0.02043417 0.013048914 0.019791873 0.030287309 0.033873435 0.052273452 
0.27084717 0.37549067 0.53542006 0.7097692 0.92852724 -1.3358203e-17 0.006359616 0.022079576 0.047872595 0.093196645 0.048973154 0.054137353 0.06512368 0.078699045 0.101612166 
0.28004774 0.38263726 0.53074247 0.72601736 0.9495353 1.3358203e-17 -0.0038163618 -0.012440581 -0.028767671 -0.05572013 0.011013915 -0.000906965 -0.007239829 -0.024122506 -0.0083362255 
0.26677033 0.377798 0.5261386 0.69986844 0.926376 0.0 0.007570282 0.02197298 0.048804853 0.098772705 0.0015346651 -0.0012472705 -0.011662619 -0.023866419 -0.037522115 
0.28101012 0.38685814 0.5432285 0.71847904 0.9519424 0.0 0.0067423885 0.026455564 0.05872582 0.12387384 0.026429372 0.017746639 -0.0040234383 0.019828953 0.001761092 
0.26707953 0.37451705 0.5186937 0.70838004 0.92699635 0.0 -0.0057315817 -0.016527185 -0.03867709 -0.076266885 0.010989165 0.0052617094 0.035820525 0.046803463 0.06369593 
0.27101204 0.3797228 0.5248451 0.7136622 0.92965907 -1.3358203e-17 -0.010213182 -0.034359243 -0.08273799 -0.16141051 0.030006073 0.03003805 0.044698186 0.08524064 0.11386064 
0.27574557 0.37084794 0.52524257 0.72117025 0.9378345 0.0 0.0053987326 0.018466877 0.044097062 0.08441073 0.052603155 0.0679044 0.075754665 0.09631739 0.12146096 
0.28067344 0.3822897 0.52943665 0.7270452 0.9468018 0.0 -0.007978881 -0.023650175 -0.05835258 -0.11380568 0.008384915 -0.03784271 -0.015957348 -0.050671585 -0.03894198 
0.26915953 0.38103598 0.52932626 0.72022146 0.92937803 1.3358203e-17 0.0038053156 0.012219599 0.02744864 0.05300622 0.021037996 0.015607471 0.01637834 -0.010224826 -0.019609412 
0.27198 0.3818245 0.5283949 0.7054097 0.9269898 0.0 -0.00867677 -0.027221134 -0.063411504 -0.12994927 0.036688574 0.022339342 0.052575003 0.05169487 0.033902 
0.2702382 0.37311637 0.53142947 0.71004397 0.9391513 1.3358203e-17 -0.0033187186 -0.012497341 -0.028164351 -0.05616087 0.009108165 0.028301597 0.061681926 0.063829005 0.07378697 
0.2780559 0.37224025 0.5451171 0.7328028 0.9565181 1.3358203e-17 -0.0016564367 -0.009127856 -0.018956343 -0.039318223 0.031804577 -0.001807751 -0.019844428 -0.033250384 -0.055514775 
